solver_rb_intrinsics,348468964392,34.849170934,0,0.99993473317
solver_rb_pragma-4,363501403124,29.194019479,0,0
solver_rb_intrinsics_pragma-4,363501403007,17.155049924,0,0
solver_rb_pragma-8,363501476742,17.965571857,0,0
solver_rb_pragma-16,363501624148,12.427023831,0,0
solver_rb_pragma-32,363501919050,11.410510024,0,0
solver_rb_intrinsics_pragma-8,363501476675,11.538963299,0,0
solver_rb_intrinsics_pragma-16,363501624101,8.451275168,0,0
solver_rb_intrinsics_pragma-32,363501919023,9.362908691,0,0
solver_rb_intrinsics_pragma2-4,363501403002,17.256765493,3.996,21.06428363701471
solver_rb_intrinsics_pragma2-8,363501476675,11.287783004,7.991,32.20308864426147
solver_rb_intrinsics_pragma2-16,363501624101,8.506160399,15.975,42.73392541995022
solver_rb_intrinsics_pragma2-32,363501919023,9.081961171,31.889,40.02460615926366
solver_rb_intrinsics_pragma_w_collapse-8,362872331529,12.245627834,7.987,29.6328074352778
solver_rb_intrinsics_pragma_w_collapse-16,362872478950,10.083215981,15.942,35.98777211891203
solver_rb_intrinsics_pragma_valero-4,108281021137,5.399553328,3.992,20.053699733919917
